talk_id,para_id,entity_id,before,entities,after,label
53,16,8,""" So David and I applied to this program and created a consortium at USC where we've got some of the best oncologists in the world and some of the best biologists in the world, from Cold Spring Harbor, Stanford, ",Austin,— I won't even go through and name all the places — to have a research project that will last for five years where we're really going to try to build a model of cancer like this,PERSON
54,10,6, And while ,Ivan,"is away the wind comes, and it blows the sandwich down onto the grass",PERSON
54,27,6, Remember the five-year-old completely understood why ,Ivan,took Joshua's sandwich,PERSON
54,27,7, Remember the five-year-old completely understood why Ivan took ,Joshua,s sandwich,PERSON
54,37,3," But the powder is labeled """,Deadly Poison,""" so Grace thinks that the powder is a deadly poison",WORK_OF_ART
54,37,4," But the powder is labeled ""Deadly Poison,"" so ",Grace,thinks that the powder is a deadly poison,PERSON
54,46,2, And then we can apply TMS to the ,RTPJ,and ask how people's judgments change,ORG
54,54,1, One is that you can't be ,TMSed,without knowing it,ORG
54,62,0, ,Rebecca Saxe, thank you very much,PERSON
55,10,9," But anyway, I used this for a cover for the Nine ",Inch Nails DVD," and I've also now fixed the bomb shelter with duct tape, and it's ready",PERSON
55,22,6," It's kind of horsey type, but the texture — the second plane not quite hitting:  there was something more enticing, if that's the right — it's not the right word — but in this cover than Time or ",Newsweek,,ORG
55,30,4, I have visions of people going down alleyways yelling out for ,Hercles," and you get charged by this thing and you go, oh, please be Hercles; please be the friendly one",ORG
55,30,5," I have visions of people going down alleyways yelling out for Hercles, and you get charged by this thing and you go, oh, please be ",Hercles, please be the friendly one,ORG
55,31,0,But I was asked to give a talk at a conference in ,Sacramento,a few years back,LOC
56,4,7," But that hospital was over four hours away, and ",Sevitha,"didn't have the means to get there, so her baby died",PERSON
56,9,0," We really tried to understand the end user, in this case, people like ",Sevitha, We tried to understand the root of the problem rather than being biased by what already exists,PRODUCT
56,9,2, And we can save millions of lives through the simple warmth of an ,Embrace,,ORG
57,31,13," We created three of these: there's Ben 80, there's Ben 70, there's ",Ben 60, And this really became the template for moving forward,PERSON
57,35,4, And so we edited the footage that was shot on location with the rest of the cast and the body actors and about six months later we brought Brad onto a sound stage in ,Los Angeles,and he watched on the screen,LOC
57,35,5," His job, then, was to become ",Benjamin, And so we looped the scenes,PERSON
57,35,6, And he took ,Benjamin,into interesting and unusual places that we didn't think he was going to go,PERSON
57,35,8, We shot him with four HD cameras so we'd get multiple views of him and then ,David,would choose the take of Brad being Benjamin that he thought best matched the footage with the rest of the cast,PERSON
57,35,9, We shot him with four HD cameras so we'd get multiple views of him and then David would choose the take of ,Brad,being Benjamin that he thought best matched the footage with the rest of the cast,PERSON
57,35,10, We shot him with four HD cameras so we'd get multiple views of him and then David would choose the take of Brad being ,Benjamin,that he thought best matched the footage with the rest of the cast,PERSON
57,50,3," But, that is ",Benjamin, Thank you,PERSON
58,23,1, I met ,Belinda,when she was 16,LOC
58,23,4, I was in ,Australia," and Belinda had cancer, and I was told she's not going to live very long",LOC
58,23,5," I was in Australia, and ",Belinda,"had cancer, and I was told she's not going to live very long",LOC
58,23,7," And then, we started talking, and we spent a lovely time — I told her how I ended up in ",Australia," how I backpacked and who I conned, and how I got a ticket, and all the stories",LOC
58,23,8, ,Belinda,"died and within a few days of her death, they published a book for her, and she used my cartoon on the cover",LOC
58,23,10," And she wrote a little note, she said, """,Hey Rags, thank you for the magic carpet ride around the world,WORK_OF_ART
59,0,1," But how does it happen? Let's rewind to before the zit, to before ",Justin,even sees his crush,ORG
59,0,2," Already late for school, ",Justin,"got to class just in time to hear the teacher say ""pop quiz",PERSON
59,0,4,""" He hadn't done his homework the night before, and felt more unprepared than the ambushed ",World War II,soldiers he was supposed to write about,EVENT
59,0,5, ,Cortisol,is a major stress hormone involved in making skin cells churn out oily lipids from special glands called sebaceous glands,ORG
59,0,6," To make matters worse, ",Justin,"is a boy, meaning he's got more testosterone than girls",ORG
59,0,7, So what could've ,Justin,done to avoid the big pimple? Stressful situations are unavoidable,ORG
60,15,16, Weddings were reported to be interrupted so guests could cluster around the ,T.V.,"set, and then turn their attention back to the bride and groom",LOC
60,15,18, I have read a ,Reuters,"dispatch — so this is not Indian propaganda, a British news agency — about how robbers in the town of Musarri Sharif* stripped a vehicle of its windshield wipers, its hubcaps, its sideview mirrors, any moving part they could find, at 8:30, because the watchmen were busy watching the T",ORG
60,15,21," I have read a Reuters dispatch — so this is not Indian propaganda, a British news agency — about how robbers in the town of ",Musarri Sharif," stripped a vehicle of its windshield wipers, its hubcaps, its sideview mirrors, any moving part they could find, at 8:30, because the watchmen were busy watching the T",PERSON
60,15,23," I have read a Reuters dispatch — so this is not Indian propaganda, a British news agency — about how robbers in the town of Musarri Sharif* stripped a vehicle of its windshield wipers, its hubcaps, its sideview mirrors, any moving part they could find, at 8:30, because the watchmen were busy watching the ",T.V.,rather than minding the store,LOC
60,15,24," And they scrawled on the windshield in a reference to the show's heroine, """,Tulsi Zindabad,": ""Long live Tulsi",WORK_OF_ART
60,15,25," And they scrawled on the windshield in a reference to the show's heroine, ""Tulsi Zindabad"": ""Long live ",Tulsi,""" (Laughter)",PERSON
60,16,12," But, today in Britain, for example, Indian restaurants in ",Britain,"employ more people than the coal mining, ship building and iron and steel industries combined",LOC
60,21,9," But, the fact is that the last elections, five years ago, gave the world extraordinary phenomenon of an election being won by a woman political leader of Italian origin and Roman Catholic faith, Sonia Gandhi, who then made way for a Sikh, Mohan Singh, to be sworn in as Prime Minister by a Muslim, President ",Abdul Kalam, in a country 81 percent Hindu,PERSON
60,24,6," In fact, you can't even take the name of the country for granted, because the name """,India," comes from the river Indus, which flows in Pakistan",LOC
60,24,8," In fact, you can't even take the name of the country for granted, because the name ""India"" comes from the river Indus, which flows in ",Pakistan,,LOC
60,27,0, That's why ,India,"belongs at TED, and that's why TED belongs in India",LOC
60,27,1, That's why India belongs at ,TED, and that's why TED belongs in India,ORG
60,27,2," That's why India belongs at TED, and that's why ",TED,belongs in India,ORG
60,27,3," That's why India belongs at TED, and that's why TED belongs in ",India, Thank you very much,LOC
61,16,7,""" So when we pitched ""Toy Story"" to ",Tom Hanks,"for the first time, he walked in and he said, ""You don't want me to sing, do you?"" And I thought that epitomized perfectly what everybody thought animation had to be at the time",PERSON
61,21,5," What exactly was it? And it wasn't until, on one of my later viewings, that the veil was lifted and it was in a scene where he's walked across ",the Sinai Desert,"and he's reached the Suez Canal, and I suddenly got it",LOC
61,21,6," What exactly was it? And it wasn't until, on one of my later viewings, that the veil was lifted and it was in a scene where he's walked across the Sinai Desert and he's reached ",the Suez Canal, and I suddenly got it,LOC
61,30,1, ,Draw,from it,PERSON
61,30,2, And that's what ultimately led me to speaking to you here at ,TEDTalk,today,ORG
62,3,16, One is in the south and in the west of ,India," which is already going to be fully expensed by 2015, because in that part of the country, the fertility rate is almost equal to that of a West European country",LOC
62,3,19, Then there is the whole northern ,India, which is going to be the bulk of the future demographic dividend,LOC
62,3,21, Therefore ,India,is at a critical point where either it can leverage its demographic dividend or it can lead to a demographic disaster,LOC
62,22,0,"If we really want to come to a point, we really want to put a cap on our carbon emission, we want to really lower the use of energy — it has to be solved in countries like ",India," You know if you look at the development in the West over 200 years, the average growth may have been about two percent",LOC
62,22,4, When ,India,"was growing at about three, 3",LOC
62,22,13, And you must have a clear strategy which is important for ,India,and important for the world,LOC
63,12,20," We have one in Kathmandu, Nepal; Dharamsala, India; Takaungu, Kenya — Takaungu is one-third Christian, one-third Muslim and one-third animist, the community is — ",Ollantaytambo," Peru, and Arctic Village, Alaska",LOC
63,12,21," We have one in Kathmandu, Nepal; Dharamsala, India; Takaungu, Kenya — Takaungu is one-third Christian, one-third Muslim and one-third animist, the community is — Ollantaytambo, ",Peru," and Arctic Village, Alaska",LOC
63,12,22," We have one in Kathmandu, Nepal; Dharamsala, India; Takaungu, Kenya — Takaungu is one-third Christian, one-third Muslim and one-third animist, the community is — Ollantaytambo, Peru, and ",Arctic Village, Alaska,LOC
63,12,23," We have one in Kathmandu, Nepal; Dharamsala, India; Takaungu, Kenya — Takaungu is one-third Christian, one-third Muslim and one-third animist, the community is — Ollantaytambo, Peru, and Arctic Village, ",Alaska,,LOC
63,15,8, 70 percent of the kids couldn't find ,Afghanistan,or Iraq on a map; 60 percent couldn't find India; 30 percent couldn't find the Pacific Ocean,LOC
63,15,9, 70 percent of the kids couldn't find Afghanistan or ,Iraq,on a map; 60 percent couldn't find India; 30 percent couldn't find the Pacific Ocean,LOC
63,15,11, 70 percent of the kids couldn't find Afghanistan or Iraq on a map; 60 percent couldn't find ,India, 30 percent couldn't find the Pacific Ocean,LOC
63,15,13, 70 percent of the kids couldn't find Afghanistan or Iraq on a map; 60 percent couldn't find India; 30 percent couldn't find ,the Pacific Ocean, And this is a study that was just done a couple of years ago,LOC
63,16,1,"So what I'd like to show you now, in the couple of minutes I have left, is a film that a student made in ",Guatemala, We just had a workshop in Guatemala,LOC
63,16,2, We just had a workshop in ,Guatemala," A week before we got to the workshop, a massive landslide, caused by Hurricane Stan, last October, came in and buried 600 people alive in their village",LOC
63,16,4," A week before we got to the workshop, a massive landslide, caused by ",Hurricane Stan," last October, came in and buried 600 people alive in their village",EVENT
63,16,7, We taught him ,Photoshop,"and — yeah, we can play it",PERSON
64,13,6," This is a parking lot in Elko, Nevada off of ",Route 80,at 8:01 p,ORG
64,13,11," There's actually 46,000 images right now on my site, and the ",FBI,has seen all of them — at least I trust they've seen all of them,ORG
64,13,12," This, by the way, is the location of my favorite sandwich shop in ",California,— Vietnamese sandwich,LOC
64,19,4, ,Central Intelligence Agency, Executive Office of the President,ORG
64,19,5, ,Executive Office,of the President,ORG
64,22,2," You said, ""Now everything automatically goes from my ",iPhone,""" but actually you do take the pictures and put on information",ORG
64,24,1,"BG: On the day you are in a place where there is no coverage, the ",FBI,gets crazy?,ORG
64,26,0,BG: ,Hasan, thank you very much,ORG
65,7,5," Instead of giving in to grief, depression, defeat in the face of that violence, ",Mairead,"hooked up with Betty — a staunch Protestant and a staunch Catholic — and they took to the streets to say, ""No more violence",ORG
65,7,6," Instead of giving in to grief, depression, defeat in the face of that violence, Mairead hooked up with ",Betty,"— a staunch Protestant and a staunch Catholic — and they took to the streets to say, ""No more violence",PERSON
65,7,7," Instead of giving in to grief, depression, defeat in the face of that violence, Mairead hooked up with Betty — a staunch ",Protestant,"and a staunch Catholic — and they took to the streets to say, ""No more violence",PRODUCT
65,7,10, And they have been part of what brought peace to ,Northern Ireland," and they're still working on it, because there's still a lot more to do",LOC
66,1,18, ,Glenn Gould, 1955,PERSON
66,6,1, We made a new recording of him playing in ,the Shrine Auditorium,in September,ORG
66,6,3, It was a concert he recorded in ,the Shrine Auditorium,in 1949,ORG
66,6,5," And I've got to tell you, we have this lab where we build and measure everything, back in ",Raleigh," North Carolina, and we flew out to Los Angeles",LOC
66,6,6," And I've got to tell you, we have this lab where we build and measure everything, back in Raleigh, ",North Carolina, and we flew out to Los Angeles,LOC
66,6,7," And I've got to tell you, we have this lab where we build and measure everything, back in Raleigh, North Carolina, and we flew out to ",Los Angeles," And as the president of the company, I didn't feel real comfortable about where we were",LOC
66,6,8," That's a real uncomfortable feeling, when all the equipment's come out and a whole ",Sony,"team, and people are going to be sitting there in the audience",ORG
66,6,9, And we put the piano on the sweet spot of the stage in the ,Shrine," which has not changed since 1949, still seats 6,000 people",PERSON
66,6,12," And on the sweet spot on the stage, ",Tatum,starts playing ,PERSON
66,6,16," (Applause) So thank you very much, ",Michael, thank you for the opportunity,PERSON
67,29,6," to get approval, so I think there were three ",U.S.,patients in upstate New York who were part of the trial,LOC
67,29,7, patients in upstate ,New York,who were part of the trial,LOC
67,37,0,"You know, ",Andy Grove,"stepped down as chairman of the board at Intel — and Andy was one of my mentors, tough individual",PERSON
67,37,1,"You know, Andy Grove stepped down as chairman of the board at ",Intel,"— and Andy was one of my mentors, tough individual",ORG
67,37,2,"You know, Andy Grove stepped down as chairman of the board at Intel — and ",Andy,"was one of my mentors, tough individual",PERSON
67,37,3, When ,Andy,"stepped down, he said, ""No technology will win",PERSON
68,15,7," And he was the King of England, and that was the entire wealth of ",England,at the time,LOC
68,27,1," I don't have an answer to how this impacts on our dignity, other than to suggest that maybe the seventh kingdom, because it's so close to what life is about, maybe we can bring it back and have it help ",us,monitor life,LOC
68,27,2, It's a terrible thing to spray ,DDT,"on cotton fields, but it's a really good thing to use to eliminate millions of cases of death due to malaria in a small village",ORG
69,9,7," But there are still over 650 million Indians, Pakistanis, Sri Lankans, ",Bangladeshis," Nepalese, who remain washed up on the shores of poverty",LOC
69,10,3," Our collective vision at Naya Jeevan, which for many of you, as you all recognize, means ""new life"" in ",Urdu,"and Hindi, is to rejuvenate the lives of millions of low income families by providing them with affordable access to catastrophic health care",LOC
69,10,4," Our collective vision at Naya Jeevan, which for many of you, as you all recognize, means ""new life"" in Urdu and ",Hindi, is to rejuvenate the lives of millions of low income families by providing them with affordable access to catastrophic health care,LOC
69,12,0,,Chris Anderson, Fantastic,PERSON
70,19,11," You can take a Harvard-educated Ivy League economist, stick him in charge of ",Argentina, He still crashes the country because he doesn't understand how the rules have changed,LOC
70,19,14," Well, watch what happens to ",India," India and China used to be 40 percent of the global economy just at the Industrial Revolution, and they are now about 4",LOC
70,19,15, ,India,"and China used to be 40 percent of the global economy just at the Industrial Revolution, and they are now about 4",LOC
70,19,16, India and ,China,"used to be 40 percent of the global economy just at the Industrial Revolution, and they are now about 4",LOC
70,19,18, India and China used to be 40 percent of the global economy just at ,the Industrial Revolution, and they are now about 4,EVENT
70,19,23, ,Silicon Valley,did,LOC
70,19,24, And that's why they say that ,Silicon Valley,has been powered by ICs,LOC
70,20,0, It turns out that if you'd gone to the ,U.N.,"in 1950, when it was founded, there were 50 countries in this world",ORG
70,20,8, (Laughter) ,Juan Enriquez," No, I'm going to stop there and we'll do it next year because I don't want to take any of Laurie's time",PERSON
70,20,10," (Laughter) Juan Enriquez: No, I'm going to stop there and we'll do it next year because I don't want to take any of ",Laurie,s time,PERSON
71,0,2, I'm going to put them in some ice water here And then — Audience: Ew! ,Greg Gabe, Yeah ,PERSON
71,0,5," Now I'm going to take this leg, I'm going to put it in this invention that we came up with called the ",Spikerbox,"— and this replaces lots of expensive equipment in a research lab, so you guys can do this in your own high schools, or in your own basements if it's me",ORG
71,0,10, (,Noise, That was the neural firing rate,PERSON
71,0,13," Do you guys know how your earbuds work in your ears? You have a battery in your phone, or ",iPod, right? It's sending electrical current into these magnets in your earbuds which shake back and forth and allow you to hear things,PERSON
71,0,14, (Audience reacts and gasps) ,GG, So what's happening? Audience: Wow! (Laughter) So you see what's moving,PERSON
72,3,0,,♫,I'm about to whip somebody's ass ♫,ORG
72,4,0,,♫,"Oh, I'm about to whip somebody's ass ♫",ORG
72,5,0,,♫,"Oh, if you don't leave me alone, ♫",ORG
72,6,0,,♫,you gonna have to send me home ♫,ORG
72,7,0,,♫,'Cause I'm about to whip somebody's ass ♫,ORG
72,11,0,,♫,"Oh, I'm about to whip somebody's ass ♫",ORG
72,12,0,,♫,"Oh, if you don't leave me alone, ♫",ORG
72,13,0,,♫,You gonna have to send me home ♫,ORG
72,14,0,,♫,Cuz I'm about to whip somebody's ass ♫,ORG
72,15,0,,♫,I'm about to whip some ♫ —,ORG
72,23,9," And he said, ""I'm dressed as ",Batman,to hide my identity,PERSON
72,23,10,""" Just in case I thought the real ",Batman,"was coming after me; which actually made me feel a little better — like, ""Phew, it's not him",PERSON
72,27,0,,♫,I don't know why but it helps me get over it ♫,ORG
72,28,0,,♫,The words of the song just move me along ♫,ORG
72,29,0,,♫,And somehow I get over it ♫,ORG
72,30,0,,♫,At least I don't suck at life ♫,ORG
72,31,0,,♫,I keep on trying despite ♫,ORG
72,32,0,,♫,At least I don't suck at life ♫,ORG
72,33,0,,♫,I keep on trying despite ♫,ORG
72,34,0,,♫,This is a song that I sing when I'm scared of something ♫,ORG
72,39,0,,♫,You're okay ♫,ORG
72,40,0,,♫,You'll be fine ♫,ORG
72,43,0,,♫,You're okay ♫,ORG
72,44,0,,♫,You'll be fine ♫,ORG
72,45,2," And what was really great is, I'm putting all this work together in the background, and ",Laura,sent me a follow-up email because a good month had passed by,PERSON
72,47,0,,♫,And things that looked so good yesterday ♫,ORG
72,48,0,,♫,are now shades of gray ♫,ORG
72,49,0,,♫,And it seems like the world is spinning ♫,ORG
72,50,0,,♫,while I'm standing still ♫,ORG
72,51,0,,♫,Or maybe I am spinning I can't tell ♫,ORG
72,52,0,,♫,And then you say ♫,ORG
72,53,0,,♫,Hey ♫,ORG
72,54,0,,♫,You're okay ♫,ORG
72,55,0,,♫,You'll be fine ♫,ORG
72,56,0,,♫,Just breathe ♫,ORG
72,57,0,,♫,And now the words sing ♫,ORG
72,58,0,,♫,Hey ♫,ORG
72,59,0,,♫,You're okay ♫,ORG
72,60,0,,♫,You'll be fine ♫,ORG
72,61,0,,♫,Just breathe ♫,ORG
72,62,0,,♫,Now everybody sings ♫,ORG
72,63,0,,♫,Hey ♫,ORG
72,64,0,,♫,You're okay ♫,ORG
72,65,0,,♫,You'll be fine ♫,ORG
72,66,0,,♫,Just breathe ♫,ORG
72,67,0,,♫,Hey ♫,ORG
72,68,0,,♫,You're okay ♫,ORG
72,69,0,,♫,You'll be fine ♫,ORG
72,70,0,,♫,Just breathe ♫,ORG
72,71,0,,♫,Hey ♫,ORG
72,72,0,,♫,You're okay ♫,ORG
72,73,0,,♫,You'll be fine ♫,ORG
72,74,0,,♫,Just breathe ♫,ORG
73,12,10, Did you know that ,Ireland,got 3 billion dollars in aid? Ireland is one of the fastest-growing economies in the European Union today,LOC
73,12,12, Did you know that Ireland got 3 billion dollars in aid? ,Ireland,is one of the fastest-growing economies in the European Union today,LOC
73,12,13, Did you know that Ireland got 3 billion dollars in aid? Ireland is one of the fastest-growing economies in ,the European Union,today,ORG
73,12,17,""" Today, ",the European Union,is busy transferring aid,ORG
73,12,18, My frustration is if they can build infrastructure in ,Spain,"— which is roads, highways, other things that they can build — I say then, why do they refuse to use the same aid to build the same infrastructure in our countries? (Applause)",LOC
73,20,1, ,Beatrice Gakuba,has created 200 jobs from her flower business in Rwanda,PERSON
73,20,3, Beatrice Gakuba has created 200 jobs from her flower business in ,Rwanda," We have Ibukun Awosika in Nigeria, with the chair company",LOC
73,20,4, We have ,Ibukun Awosika,"in Nigeria, with the chair company",PERSON
73,20,5, We have Ibukun Awosika in ,Nigeria, with the chair company,LOC
74,12,1, Prior to ,World War II, they were making 1000 planes a year,EVENT
74,12,6," With this factory and 100,000 planes a year, we could make all of ",America,s electricity in about 10 years,LOC
75,16,3," It's the coldest, highest, windiest and driest continent on ",Earth," Late 1911, early 1912, there was a race to be the first to the South Pole: the heart of the Antarctic continent",LOC
75,16,7," Late 1911, early 1912, there was a race to be the first to ",the South Pole, the heart of the Antarctic continent,LOC
75,16,9," If you include the coastal ice shelves, you can see that ",the Ross Ice Shelf,— it's the big one down here — the Ross Ice Shelf is the size of France,ORG
75,16,10," If you include the coastal ice shelves, you can see that the Ross Ice Shelf — it's the big one down here — ",the Ross Ice Shelf,is the size of France,ORG
75,16,11," If you include the coastal ice shelves, you can see that the Ross Ice Shelf — it's the big one down here — the Ross Ice Shelf is the size of ",France," Antarctica, if you include the ice shelves, is twice the size of Australia — it's a big place",LOC
75,16,12, ,Antarctica," if you include the ice shelves, is twice the size of Australia — it's a big place",LOC
75,16,13," Antarctica, if you include the ice shelves, is twice the size of ",Australia,— it's a big place,LOC
75,16,14, And there's a race to get to the Pole between ,Amundsen," the Norwegian — Amundsen had dog sleds and huskies — and Scott, the British guy, Captain Scott",LOC
75,16,16," And there's a race to get to the Pole between Amundsen, the Norwegian — ",Amundsen,"had dog sleds and huskies — and Scott, the British guy, Captain Scott",ORG
75,16,17," And there's a race to get to the Pole between Amundsen, the Norwegian — Amundsen had dog sleds and huskies — and ",Scott," the British guy, Captain Scott",PERSON
75,16,19," And there's a race to get to the Pole between Amundsen, the Norwegian — Amundsen had dog sleds and huskies — and Scott, the British guy, Captain ",Scott," Scott had sort of ponies and some tractors and a few dogs, all of which went wrong, and Scott and his team of four people ended up on foot",PERSON
75,16,20, ,Scott,"had sort of ponies and some tractors and a few dogs, all of which went wrong, and Scott and his team of four people ended up on foot",PERSON
75,16,21," Scott had sort of ponies and some tractors and a few dogs, all of which went wrong, and ",Scott,and his team of four people ended up on foot,PERSON
75,16,28," Since then, no one has ever skied — this was 93 years ago — since then, no one has ever skied from the coast of ",Antarctica,to the Pole and back,LOC
75,16,29," Since then, no one has ever skied — this was 93 years ago — since then, no one has ever skied from the coast of Antarctica to the ",Pole,and back,LOC
75,16,30, Every ,South Pole,expedition you may have heard about is either flown out from the Pole or has used vehicles or dogs or kites to do some kind of crossing — no one has ever made a return journey,LOC
75,16,31, Every South Pole expedition you may have heard about is either flown out from the ,Pole,or has used vehicles or dogs or kites to do some kind of crossing — no one has ever made a return journey,LOC
75,17,2," It says, """,Ben,lacks sufficient impetus to achieve anything worthwhile,PERSON
77,1,0,Song: Before God destroyed the people on the ,Earth, he warned Noah to build an Ark,LOC
77,1,1,"Song: Before God destroyed the people on the Earth, he warned ",Noah,to build an Ark,PERSON
77,1,2, And after ,Noah,"built his Ark, I believe he told Noah to warn the people that they must change all their wicked ways before he come upon them and destroy them",PERSON
77,1,3, And after Noah built his ,Ark, I believe he told Noah to warn the people that they must change all their wicked ways before he come upon them and destroy them,PERSON
77,1,4," And after Noah built his Ark, I believe he told ",Noah,to warn the people that they must change all their wicked ways before he come upon them and destroy them,PERSON
77,1,5, And when ,Noah,"had done built his Ark, I understand that somebody began to rend a song",PERSON
77,1,6, And when Noah had done built his ,Ark, I understand that somebody began to rend a song,PERSON
77,1,7, And when ,Noah,had done built his Ark ,PERSON
77,1,8, And when Noah had done built his ,Ark,,PERSON
77,1,9," And old lady ran to the door and say, ""Who is it?"" ",Jack,"say, ""Me, Mama-san, could we spend the night here? Because we’re far from home, we’re very tired",PERSON
77,1,10," And old lady ran to the door and say, ""Who is it?"" Jack say, ""","Me, Mama-san"," could we spend the night here? Because we’re far from home, we’re very tired",WORK_OF_ART
78,11,0,But the patent for underwater flight — ,Karen,"and I, we were looking at it, some business partners wanted us to patent it — we weren’t sure about that",PERSON
78,11,1, It just seems wrong to try and patent — (,Applause, — the freedom for underwater flight,LOC
78,11,2, We developed some other technology called ,spider optics," and Craig Ventner asked me to make an announcement here this morning: we’re going to be building a beautiful, little, small version of this — unmanned, super deep — for his boat to go and get back some deep sea DNA stuff",ORG
78,11,3," We developed some other technology called spider optics, and ",Craig Ventner,"asked me to make an announcement here this morning: we’re going to be building a beautiful, little, small version of this — unmanned, super deep — for his boat to go and get back some deep sea DNA stuff",PERSON
79,4,10," That's one actor, ",the Security Council,,ORG
79,7,4, ,The United Nations,even has an agency which could broker these compacts; it's called the Peace Building Commission,ORG
79,7,5, The United Nations even has an agency which could broker these compacts; it's called ,the Peace Building Commission,,ORG
79,17,1," Paddy Ashdown, who was the grand high nabob of ",Bosnia,"to the United Nations, in his book about his experience, he said, ""I realize what I needed was accountants without borders, to follow that money",LOC
79,17,2," Paddy Ashdown, who was the grand high nabob of Bosnia to ",the United Nations," in his book about his experience, he said, ""I realize what I needed was accountants without borders, to follow that money",ORG
80,5,9, ,ft," instead of 600, immediately I'm saving 200 grand",PERSON
81,28,1,I guess the best way to end this is with two quotes: ,Marshall McLuhan,"said, ""Children are the messages that we send to the future,"" but in fact, if you think of it, children are the future we send to the future",PERSON
81,28,12," That means that we, once again, have a thing where we can put technology out, but the mentoring that is required to go from a simple new ",iChat,instant messaging system to something with depth is missing,ORG
81,28,15," It sounds like a lot, but it is literally 18 minutes of what we're spending in ",Iraq,— we're spending 8 billion dollars a month; 18 minutes is 100 million dollars — so this is actually cheap,LOC
81,28,19, And ,Einstein,"said, ""Things should be as simple as possible, but not simpler",PERSON
82,9,1,"This is an image from Saturday, photographed by the ",Aqua,"satellite, but through the Uniview software",PERSON
82,9,2,"This is an image from Saturday, photographed by the Aqua satellite, but through the ",Uniview,software,LOC
82,9,3, So you're seeing the edge of the ,Earth, This is Nepal,LOC
82,9,4, This is ,Nepal," This is, in fact, right here is the valley of Lhasa, right here in Tibet",LOC
82,9,5," This is, in fact, right here is the valley of ",Lhasa, right here in Tibet,LOC
82,9,6," This is, in fact, right here is the valley of Lhasa, right here in ",Tibet, But we can see the haze from fires and so forth in the Ganges valley down below in India,LOC
82,9,7, But we can see the haze from fires and so forth in the ,Ganges valley,down below in India,LOC
82,9,8, But we can see the haze from fires and so forth in the Ganges valley down below in ,India, This is Nepal and Tibet,LOC
82,9,9, This is ,Nepal,and Tibet,LOC
82,9,10, This is Nepal and ,Tibet,,LOC
83,8,9," Now, congestion charges were introduced in ",Stockholm,"on January 3, 2006, and the first picture here is a picture of Stockholm, one of the typical streets, January 2",LOC
83,8,12," Now, congestion charges were introduced in Stockholm on January 3, 2006, and the first picture here is a picture of ",Stockholm," one of the typical streets, January 2",LOC
83,12,6," No, on the contrary, they changed, up to a point where we now have 70 percent support for keeping the charges, meaning that — I mean, let me repeat that: 70 percent of the population in ",Stockholm,want to keep a price for something that used to be free,LOC
84,0,1, It was ,Edwin Hubble,"who first noticed that our universe is expanding, by noting that galaxies seem to be flying further and further apart",PERSON
85,27,9, I'm probably the only person you'll ever meet who rode his bicycle across ,the Sahara desert,without sunscreen,LOC
85,27,10," But I'll tell you, there is no adventure more harrowing than riding shotgun with ",Marge Deton," ""A stranger is a friend I haven't met yet!"" she'd say to me",PERSON
85,28,6, These 100-year-old ,Okinawan,"women are getting up and down off the ground, they sit on the floor, 30 or 40 times a day",LOC
86,0,11," And in the process, I became the first person in history to make the entire 650-mile journey, from ",Hercules Inlet,"to South Pole, solely on feet, without skis",LOC
86,0,12," And in the process, I became the first person in history to make the entire 650-mile journey, from Hercules Inlet to ",South Pole," solely on feet, without skis",LOC
87,5,0,,♫,"Il me parle tout bas, ♫",ORG
87,6,0,,♫,Je vois la vie en rose,ORG
87,7,0,,♫,"Il me dit des mots d'amour, ♫",ORG
87,8,0,,♫,"Des mots de tous les jours, ♫",ORG
87,9,0,,♫,Et ca me fait quelque chose,ORG
87,10,0,,♫,Il est entre dans mon coeur ♫,ORG
87,10,1,♫ Il ,est entre,dans mon coeur ♫,LOC
87,11,0,,♫,Une part de bonheur ♫,ORG
87,12,0,,♫,Dont je connais la cause,ORG
87,13,0,,♫,C'est lui pour moi,ORG
87,14,0,,♫,"Dans la vie, ♫",ORG
87,15,0,,♫,"Il me l'a dit, l'a jure [pour] la vie",ORG
87,16,0,,♫,Et des que je l'apercois ♫,ORG
87,17,0,,♫,Alors je sens en moi ♫,ORG
87,18,0,,♫,Mon coeur qui bat ♫,ORG
88,17,4," One is to continue to see a poor, ill, crying ",Africa," carrying guns, that depends on other people forever, or to promote an Africa which is confident, peaceful, independent, but cognizant of its huge problems and great values at the same time",LOC
88,17,5," One is to continue to see a poor, ill, crying Africa, carrying guns, that depends on other people forever, or to promote an ",Africa,"which is confident, peaceful, independent, but cognizant of its huge problems and great values at the same time",LOC
88,17,8, And the key is to promote a positive African attitude towards ,Africa,,LOC
88,18,1,That's because we Africans concentrate — I am from ,Ethiopia," by the way — we concentrate too much on how we are seen from elsewhere, or from outside",LOC
88,18,3," So finally, I would like to say, so let's help ",Africa,"walk upright and forward, then we all can be proud of our future legacy as a species",LOC
89,7,5, We invited ,Tom Ford,"to come — the conference was called, ""Ready to Share: Fashion and the Ownership of Creativity"" — and we asked him exactly this question",PERSON
89,7,6," We invited Tom Ford to come — the conference was called, """,Ready to Share: Fashion and the Ownership of Creativity, — and we asked him exactly this question,WORK_OF_ART
89,7,7, He had just come off a successful stint as the lead designer at ,Gucci, in case you didn't know,PERSON
